100050 silly lifecycle connect@3.5.0~preinstall: no script for preinstall, continuing
100407 silly finalize E:\WebstormProject\book-forum-yo\node_modules\easy-extender
100408 silly finalize E:\WebstormProject\book-forum-yo\node_modules\ee-first
100409 silly finalize E:\WebstormProject\book-forum-yo\node_modules\emits
100410 silly finalize E:\WebstormProject\book-forum-yo\node_modules\emitter-steward
100411 silly finalize E:\WebstormProject\book-forum-yo\node_modules\encodeurl
100412 silly finalize E:\WebstormProject\book-forum-yo\node_modules\engine.io-parser\node_modules\isarray
100413 silly finalize E:\WebstormProject\book-forum-yo\node_modules\engine.io-parser\node_modules\has-binary
100414 silly finalize E:\WebstormProject\book-forum-yo\node_modules\engine.io\node_modules\mime-db
100415 silly finalize E:\WebstormProject\book-forum-yo\node_modules\engine.io\node_modules\mime-types
100416 silly finalize E:\WebstormProject\book-forum-yo\node_modules\engine.io\node_modules\negotiator
100417 silly finalize E:\WebstormProject\book-forum-yo\node_modules\engine.io\node_modules\accepts
100418 silly finalize E:\WebstormProject\book-forum-yo\node_modules\entities
100419 silly finalize E:\WebstormProject\book-forum-yo\node_modules\env-variable
100420 silly finalize E:\WebstormProject\book-forum-yo\node_modules\enabled
100421 silly finalize E:\WebstormProject\book-forum-yo\node_modules\es6-symbol
100422 silly finalize E:\WebstormProject\book-forum-yo\node_modules\es6-iterator
100423 silly finalize E:\WebstormProject\book-forum-yo\node_modules\es5-ext
100424 silly finalize E:\WebstormProject\book-forum-yo\node_modules\d
100425 silly finalize E:\WebstormProject\book-forum-yo\node_modules\es6-weak-map\node_modules\es6-symbol
100426 silly finalize E:\WebstormProject\book-forum-yo\node_modules\es6-weak-map\node_modules\es6-iterator
100427 silly finalize E:\WebstormProject\book-forum-yo\node_modules\es6-weak-map
100428 silly finalize E:\WebstormProject\book-forum-yo\node_modules\escape-html
100429 silly finalize E:\WebstormProject\book-forum-yo\node_modules\escape-string-regexp
100430 silly finalize E:\WebstormProject\book-forum-yo\node_modules\chalk
100431 silly finalize E:\WebstormProject\book-forum-yo\node_modules\esprima
100432 silly finalize E:\WebstormProject\book-forum-yo\node_modules\estraverse
100433 silly finalize E:\WebstormProject\book-forum-yo\node_modules\etag
100434 silly finalize E:\WebstormProject\book-forum-yo\node_modules\event-emitter
100435 silly finalize E:\WebstormProject\book-forum-yo\node_modules\eventemitter3
100436 silly finalize E:\WebstormProject\book-forum-yo\node_modules\exec-series\node_modules\object-assign
100437 silly finalize E:\WebstormProject\book-forum-yo\node_modules\exec-series
100438 silly finalize E:\WebstormProject\book-forum-yo\node_modules\exit
100439 silly finalize E:\WebstormProject\book-forum-yo\node_modules\extend
100440 silly finalize E:\WebstormProject\book-forum-yo\node_modules\extract-zip\node_modules\debug
100441 silly finalize E:\WebstormProject\book-forum-yo\node_modules\extract-zip\node_modules\inherits
100442 silly finalize E:\WebstormProject\book-forum-yo\node_modules\extract-zip\node_modules\minimist
100443 silly finalize E:\WebstormProject\book-forum-yo\node_modules\extract-zip\node_modules\mkdirp
100444 silly finalize E:\WebstormProject\book-forum-yo\node_modules\extsprintf
100445 silly finalize E:\WebstormProject\book-forum-yo\node_modules\figures\node_modules\object-assign
100446 silly finalize E:\WebstormProject\book-forum-yo\node_modules\figures
100447 silly finalize E:\WebstormProject\book-forum-yo\node_modules\file-type
100448 silly finalize E:\WebstormProject\book-forum-yo\node_modules\archive-type
100449 silly finalize E:\WebstormProject\book-forum-yo\node_modules\filename-regex
100450 silly finalize E:\WebstormProject\book-forum-yo\node_modules\filename-reserved-regex
100451 silly finalize E:\WebstormProject\book-forum-yo\node_modules\find-index
100452 silly finalize E:\WebstormProject\book-forum-yo\node_modules\find-versions\node_modules\array-uniq
100453 silly finalize E:\WebstormProject\book-forum-yo\node_modules\fined\node_modules\lodash.isarray
100454 silly finalize E:\WebstormProject\book-forum-yo\node_modules\first-chunk-stream
100455 silly finalize E:\WebstormProject\book-forum-yo\node_modules\flagged-respawn
100456 silly finalize E:\WebstormProject\book-forum-yo\node_modules\for-in
100457 silly finalize E:\WebstormProject\book-forum-yo\node_modules\for-own
100458 silly finalize E:\WebstormProject\book-forum-yo\node_modules\forever-agent
100459 silly finalize E:\WebstormProject\book-forum-yo\node_modules\fresh
100460 silly finalize E:\WebstormProject\book-forum-yo\node_modules\from
100461 silly finalize E:\WebstormProject\book-forum-yo\node_modules\fs-exists-sync
100462 silly finalize E:\WebstormProject\book-forum-yo\node_modules\detect-file
100463 silly finalize E:\WebstormProject\book-forum-yo\node_modules\fs-extra\node_modules\graceful-fs
100464 silly finalize E:\WebstormProject\book-forum-yo\node_modules\fs.realpath
100465 silly finalize E:\WebstormProject\book-forum-yo\node_modules\generate-function
100466 silly finalize E:\WebstormProject\book-forum-yo\node_modules\get-stdin
100467 silly finalize E:\WebstormProject\book-forum-yo\node_modules\getpass\node_modules\assert-plus
100468 silly finalize E:\WebstormProject\book-forum-yo\node_modules\getpass
100469 silly finalize E:\WebstormProject\book-forum-yo\node_modules\glob-stream\node_modules\inherits
100470 silly finalize E:\WebstormProject\book-forum-yo\node_modules\glob-stream\node_modules\isarray
100471 silly finalize E:\WebstormProject\book-forum-yo\node_modules\glob2base
100472 silly finalize E:\WebstormProject\book-forum-yo\node_modules\globby\node_modules\async
100473 silly finalize E:\WebstormProject\book-forum-yo\node_modules\globby\node_modules\inherits
100474 silly finalize E:\WebstormProject\book-forum-yo\node_modules\globule\node_modules\lodash
100475 silly finalize E:\WebstormProject\book-forum-yo\node_modules\got\node_modules\object-assign
100476 silly finalize E:\WebstormProject\book-forum-yo\node_modules\graceful-fs
100477 silly finalize E:\WebstormProject\book-forum-yo\node_modules\graceful-readlink
100478 silly finalize E:\WebstormProject\book-forum-yo\node_modules\commander
100479 silly finalize E:\WebstormProject\book-forum-yo\node_modules\growl
100480 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-autoprefixer\node_modules\inherits
100481 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-autoprefixer\node_modules\isarray
100482 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-autoprefixer\node_modules\object-assign
100483 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-concat\node_modules\inherits
100484 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-concat\node_modules\isarray
100485 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-consolidate\node_modules\map-stream
100486 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-csso\node_modules\inherits
100487 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-csso\node_modules\isarray
100488 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-csso\node_modules\lodash._reinterpolate
100489 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-csso\node_modules\minimist
100490 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-csso\node_modules\vinyl
100491 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-csso\node_modules\xtend
100492 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-filter\node_modules\inherits
100493 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-filter\node_modules\isarray
100494 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-flatten\node_modules\inherits
100495 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-flatten\node_modules\isarray
100496 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-imagemin\node_modules\object-assign
100497 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-jshint\node_modules\inherits
100498 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-jshint\node_modules\isarray
100499 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-jshint\node_modules\lodash
100500 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-karma\node_modules\inherits
100501 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-karma\node_modules\isarray
100502 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-karma\node_modules\lodash._reinterpolate
100503 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-karma\node_modules\map-stream
100504 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-karma\node_modules\minimist
100505 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-karma\node_modules\through2\node_modules\xtend
100506 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-karma\node_modules\vinyl
100507 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-load-plugins\node_modules\array-differ
100508 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-load-plugins\node_modules\array-uniq
100509 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-load-plugins\node_modules\array-union
100510 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-load-plugins\node_modules\inherits
100511 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-minify-html\node_modules\inherits
100512 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-minify-html\node_modules\isarray
100513 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-minify-html\node_modules\lodash._reinterpolate
100514 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-minify-html\node_modules\minimist
100515 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-minify-html\node_modules\vinyl
100516 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-minify-html\node_modules\xtend
100517 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-ng-annotate\node_modules\inherits
100518 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-ng-annotate\node_modules\isarray
100519 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-ng-annotate\node_modules\lodash._reinterpolate
100520 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-ng-annotate\node_modules\minimist
100521 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-ng-annotate\node_modules\vinyl
100522 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-ng-annotate\node_modules\xtend
100523 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-protractor\node_modules\async
100524 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rename
100525 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rev-replace\node_modules\inherits
100526 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rev-replace\node_modules\isarray
100527 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rev-replace\node_modules\lodash._reinterpolate
100528 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rev-replace\node_modules\minimist
100529 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rev-replace\node_modules\vinyl
100530 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rev-replace\node_modules\xtend
100531 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rev\node_modules\inherits
100532 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rev\node_modules\isarray
100533 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-rev\node_modules\object-assign
100534 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-size\node_modules\inherits
100535 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-size\node_modules\isarray
100536 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-sourcemaps\node_modules\graceful-fs
100537 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-uglify\node_modules\inherits
100538 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-uglify\node_modules\isarray
100539 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-useref\node_modules\first-chunk-stream
100540 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-useref\node_modules\inherits
100541 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-useref\node_modules\isarray
100542 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-util\node_modules\array-differ
100543 silly finalize E:\WebstormProject\book-forum-yo\node_modules\gulp-util\node_modules\array-uniq
100544 silly finalize E:\WebstormProject\book-forum-yo\node_modules\has-ansi
100545 silly finalize E:\WebstormProject\book-forum-yo\node_modules\has-binary\node_modules\isarray
100546 silly finalize E:\WebstormProject\book-forum-yo\node_modules\has-binary
100547 silly finalize E:\WebstormProject\book-forum-yo\node_modules\has-cors
100548 silly finalize E:\WebstormProject\book-forum-yo\node_modules\hoek
100549 silly finalize E:\WebstormProject\book-forum-yo\node_modules\boom
